Source,Target,Label
north,elk,0.1
north,antler,0.1
north,branch,0.1
north,bison,0.1
north,cow,0.1
north,head,0.1
north,shoulder,0.1
north,hair,0.1
north,american,0.1
north,buffalo,0.1
america,iguana,0.1
america,greyish,0.1
america,lizard,0.1
america,tropical,0.1
america,jaguar,0.1
america,animal,0.3
america,cat,0.15
america,family,0.1
america,south,0.3
america,cougar,0.1
america,north,0.5
america,moose,0.1
america,type,0.2
america,deer,0.2
america,horn,0.2
america,nose,0.2
america,forest,0.2
america,northern,0.1
america,europe,0.35
america,asia,0.25
america,coyote,0.1
america,dog,0.1
america,alligator,0.1
america,reptile,0.1
america,skin,0.1
america,river,0.1
america,lake,0.1
america,part,0.2
america,china,0.1
america,crocodile,0.1
america,reindeer,0.1
america,coati,0.1
america,tail,0.15
america,ring,0.1
america,bear,0.1
america,mammal,0.1
america,fur,0.2
america,coat,0.1
america,marmot,0.1
america,squirrel,0.1
america,mountain,0.1
america,area,0.1
america,northwest,0.1
america,pakistan,0.1
america,india,0.1
america,marmoset,0.1
america,monkey,0.1
america,central,0.15
america,eye,0.1
america,hair,0.15
america,nail,0.1
america,mallard,0.1
america,duck,0.1
america,elk,0.1
america,antler,0.1
america,branch,0.1
america,boa,0.1
america,snake,0.1
america,bird,0.1
america,bison,0.1
america,cow,0.1
america,head,0.1
america,shoulder,0.1
america,american,0.1
america,buffalo,0.1
europe,moose,0.1
europe,type,0.2
europe,deer,0.15
europe,horn,0.15
europe,nose,0.1
europe,forest,0.1
europe,north,0.35
europe,america,0.35
europe,northern,0.1
europe,asia,0.35
europe,reindeer,0.1
europe,part,0.15
europe,bear,0.1
europe,mammal,0.1
europe,fur,0.1
europe,coat,0.1
europe,marmot,0.1
europe,squirrel,0.1
europe,mountain,0.15
europe,area,0.1
europe,northwest,0.1
europe,pakistan,0.1
europe,india,0.1
europe,mallard,0.1
europe,duck,0.1
europe,hoopoe,0.1
europe,orange,0.1
europe,bird,0.1
europe,africa,0.1
europe,beak,0.1
europe,curve,0.1
europe,crest,0.1
europe,feather,0.1
europe,head,0.15
europe,wing,0.1
europe,tail,0.1
europe,chamois,0.1
europe,animal,0.15
europe,goat,0.1
europe,bison,0.1
europe,cow,0.1
europe,shoulder,0.1
europe,hair,0.1
europe,american,0.1
europe,buffalo,0.1
american,bullfrog,0.1
american,frog,0.1
american,noise,0.1
american,bison,0.1
american,animal,0.1
american,cow,0.1
american,head,0.1
american,shoulder,0.1
american,hair,0.1
american,north,0.1
american,america,0.1
american,europe,0.1
american,buffalo,0.1
buffalo,animal,0.15
buffalo,cattle,0.1
buffalo,family,0.1
buffalo,horn,0.1
buffalo,bison,0.1
buffalo,cow,0.1
buffalo,head,0.1
buffalo,shoulder,0.1
buffalo,hair,0.1
buffalo,north,0.1
buffalo,america,0.1
buffalo,europe,0.1
buffalo,american,0.1
boa,snake,0.1
boa,south,0.1
boa,central,0.1
boa,america,0.1
boa,animal,0.1
boa,bird,0.1
snake,anaconda,0.1
snake,animal,0.15
snake,food,0.1
snake,cobra,0.1
snake,africa,0.1
snake,asia,0.1
snake,skin,0.1
snake,back,0.1
snake,head,0.1
snake,eel,0.1
snake,fish,0.1
snake,type,0.1
snake,boa,0.1
snake,south,0.1
snake,central,0.1
snake,america,0.1
snake,bird,0.1
south,jaguar,0.1
south,animal,0.2
south,cat,0.15
south,family,0.1
south,america,0.3
south,cougar,0.1
south,north,0.1
south,coati,0.1
south,nose,0.1
south,tail,0.15
south,ring,0.1
south,marmoset,0.1
south,monkey,0.1
south,forest,0.15
south,central,0.15
south,eye,0.1
south,fur,0.1
south,hair,0.1
south,nail,0.1
south,gibbon,0.1
south,ape,0.1
south,arm,0.1
south,tree,0.1
south,asia,0.1
south,boa,0.1
south,snake,0.1
south,bird,0.1
central,marmoset,0.1
central,monkey,0.1
central,forest,0.1
central,south,0.15
central,america,0.15
central,eye,0.1
central,fur,0.1
central,tail,0.1
central,hair,0.1
central,nail,0.1
central,boa,0.1
central,snake,0.1
central,animal,0.1
central,bird,0.1
bird,meat,0.35
bird,poultry,0.1
bird,turkey,0.15
bird,string,0.1
bird,part,0.1
bird,needle,0.1
bird,order,0.1
bird,shape,0.1
bird,cooking,0.1
bird,swan,0.1
bird,neck,0.25
bird,river,0.1
bird,lake,0.1
bird,raven,0.1
bird,crow,0.15
bird,family,0.1
bird,feather,0.35
bird,kestrel,0.1
bird,type,0.15
bird,falcon,0.15
bird,animal,0.2
bird,kiwi,0.1
bird,new,0.1
bird,zealand,0.1
bird,beak,0.45
bird,hair,0.1
bird,symbol,0.1
bird,ibis,0.1
bird,leg,0.2
bird,water,0.25
bird,food,0.2
bird,flamingo,0.1
bird,osprey,0.1
bird,prey,0.1
bird,fish,0.1
bird,quail,0.1
bird,sport,0.1
bird,ostrich,0.1
bird,africa,0.15
bird,penguin,0.1
bird,wing,0.25
bird,goose,0.1
bird,duck,0.15
bird,foot,0.1
bird,skin,0.1
bird,toe,0.1
bird,pigeon,0.1
bird,town,0.1
bird,building,0.1
bird,group,0.1
bird,cry,0.1
bird,farm,0.15
bird,chicken,0.1
bird,egg,0.15
bird,creature,0.1
bird,eagle,0.1
bird,cuckoo,0.1
bird,note,0.1
bird,call,0.1
bird,name,0.1
bird,cuckoos,0.1
bird,nest,0.1
bird,parrot,0.1
bird,pet,0.1
bird,voice,0.1
bird,hornbill,0.1
bird,area,0.1
bird,hoopoe,0.1
bird,orange,0.1
bird,asia,0.1
bird,europe,0.1
bird,curve,0.1
bird,crest,0.1
bird,head,0.1
bird,tail,0.15
bird,heron,0.1
bird,boa,0.1
bird,snake,0.1
bird,south,0.1
bird,central,0.1
bird,america,0.1
bullfrog,american,0.1
bullfrog,frog,0.1
bullfrog,noise,0.1
frog,animal,0.15
frog,skin,0.1
frog,water,0.1
frog,land,0.1
frog,leg,0.15
frog,place,0.1
frog,tail,0.1
frog,brown,0.1
frog,colour,0.1
frog,toad,0.1
frog,eye,0.1
frog,back,0.1
frog,swimming,0.1
frog,jumping,0.1
frog,bullfrog,0.1
frog,american,0.1
frog,noise,0.1
noise,cricket,0.1
noise,insect,0.1
noise,wing,0.1
noise,bullfrog,0.1
noise,american,0.1
noise,frog,0.1
baboon,type,0.1
baboon,monkey,0.1
baboon,africa,0.1
baboon,asia,0.1
baboon,face,0.1
baboon,dog,0.1
baboon,tooth,0.1
monkey,animal,0.15
monkey,country,0.1
monkey,tail,0.2
monkey,tree,0.15
monkey,primate,0.1
monkey,group,0.1
monkey,human,0.1
monkey,ape,0.1
monkey,arm,0.1
monkey,marmoset,0.1
monkey,forest,0.1
monkey,south,0.1
monkey,central,0.1
monkey,america,0.1
monkey,eye,0.1
monkey,fur,0.1
monkey,hair,0.1
monkey,nail,0.1
monkey,macaque,0.1
monkey,africa,0.15
monkey,asia,0.15
monkey,face,0.15
monkey,space,0.1
monkey,cheek,0.1
monkey,food,0.1
monkey,baboon,0.1
monkey,type,0.1
monkey,dog,0.1
monkey,tooth,0.1
africa,rhinocero,0.1
africa,animal,0.3
africa,asia,0.5
africa,horn,0.1
africa,nose,0.1
africa,hippopotamus,0.1
africa,leg,0.1
africa,skin,0.15
africa,water,0.1
africa,hyena,0.1
africa,dog,0.2
africa,hunt,0.1
africa,group,0.1
africa,sound,0.1
africa,laugh,0.1
africa,gorilla,0.1
africa,ape,0.1
africa,western,0.1
africa,ostrich,0.1
africa,bird,0.15
africa,leopard,0.1
africa,cat,0.15
africa,fur,0.15
africa,spot,0.1
africa,southern,0.15
africa,cobra,0.1
africa,snake,0.1
africa,back,0.1
africa,head,0.15
africa,macaque,0.1
africa,monkey,0.15
africa,face,0.15
africa,space,0.1
africa,cheek,0.1
africa,food,0.1
africa,jackal,0.1
africa,other,0.1
africa,hoopoe,0.1
africa,orange,0.1
africa,europe,0.1
africa,beak,0.1
africa,curve,0.1
africa,crest,0.1
africa,feather,0.1
africa,wing,0.1
africa,tail,0.1
africa,lion,0.1
africa,family,0.1
africa,baboon,0.1
africa,type,0.1
africa,tooth,0.1
asia,rhinocero,0.1
asia,animal,0.35
asia,africa,0.5
asia,horn,0.2
asia,nose,0.15
asia,hyena,0.1
asia,dog,0.2
asia,hunt,0.1
asia,group,0.1
asia,sound,0.1
asia,laugh,0.1
asia,moose,0.1
asia,type,0.3
asia,deer,0.2
asia,forest,0.15
asia,north,0.25
asia,america,0.25
asia,northern,0.1
asia,europe,0.35
asia,leopard,0.1
asia,cat,0.2
asia,fur,0.25
asia,spot,0.1
asia,southern,0.15
asia,cobra,0.1
asia,snake,0.1
asia,skin,0.1
asia,back,0.1
asia,head,0.15
asia,reindeer,0.1
asia,part,0.2
asia,bear,0.1
asia,mammal,0.1
asia,coat,0.1
asia,marmot,0.1
asia,squirrel,0.1
asia,mountain,0.15
asia,area,0.1
asia,northwest,0.1
asia,pakistan,0.1
asia,india,0.1
asia,muntjac,0.1
asia,country,0.1
asia,macaque,0.1
asia,monkey,0.15
asia,face,0.15
asia,space,0.1
asia,cheek,0.1
asia,food,0.1
asia,jackal,0.1
asia,other,0.1
asia,hoopoe,0.1
asia,orange,0.15
asia,bird,0.1
asia,beak,0.1
asia,curve,0.1
asia,crest,0.1
asia,feather,0.1
asia,wing,0.1
asia,tail,0.1
asia,gibbon,0.1
asia,ape,0.1
asia,arm,0.1
asia,tree,0.1
asia,south,0.1
asia,tiger,0.1
asia,family,0.15
asia,line,0.1
asia,lion,0.1
asia,chamois,0.1
asia,goat,0.1
asia,baboon,0.1
asia,tooth,0.1
dog,hyena,0.1
dog,animal,0.3
dog,africa,0.2
dog,asia,0.2
dog,hunt,0.1
dog,group,0.1
dog,sound,0.1
dog,laugh,0.1
dog,poodle,0.15
dog,hair,0.2
dog,head,0.1
dog,tail,0.15
dog,leg,0.15
dog,fox,0.1
dog,mammal,0.1
dog,family,0.15
dog,face,0.15
dog,ear,0.1
dog,fur,0.2
dog,coyote,0.1
dog,north,0.1
dog,america,0.1
dog,cockapoo,0.1
dog,type,0.15
dog,cross,0.1
dog,mixture,0.1
dog,cocker,0.1
dog,spaniel,0.1
dog,wolf,0.1
dog,dalmatian,0.1
dog,spot,0.1
dog,collie,0.1
dog,breed,0.15
dog,sheep,0.1
dog,husky,0.1
dog,sledge,0.1
dog,snow,0.1
dog,mastiff,0.1
dog,mongrel,0.1
dog,parent,0.1
dog,jackal,0.1
dog,other,0.1
dog,people,0.1
dog,pet,0.1
dog,thing,0.1
dog,baboon,0.1
dog,monkey,0.1
dog,tooth,0.1
bobcat,animal,0.1
bobcat,cat,0.1
bobcat,family,0.1
bobcat,hair,0.1
bobcat,ear,0.1
bobcat,tail,0.1
cat,jaguar,0.1
cat,animal,0.4
cat,family,0.35
cat,south,0.15
cat,america,0.15
cat,cougar,0.1
cat,north,0.1
cat,cheetah,0.1
cat,fur,0.3
cat,spot,0.2
cat,leopard,0.1
cat,africa,0.15
cat,southern,0.15
cat,asia,0.2
cat,lynx,0.1
cat,hair,0.15
cat,ear,0.15
cat,tail,0.2
cat,tiger,0.1
cat,orange,0.1
cat,line,0.1
cat,part,0.1
cat,lion,0.1
cat,leg,0.1
cat,claw,0.1
cat,pet,0.1
cat,mouse,0.1
cat,bobcat,0.1
family,raven,0.1
family,bird,0.1
family,crow,0.1
family,feather,0.1
family,jaguar,0.1
family,animal,0.45
family,cat,0.35
family,south,0.1
family,america,0.1
family,fox,0.1
family,mammal,0.1
family,dog,0.15
family,face,0.1
family,ear,0.2
family,tail,0.2
family,fur,0.25
family,wolf,0.1
family,cheetah,0.1
family,spot,0.15
family,lynx,0.1
family,hair,0.15
family,tiger,0.1
family,orange,0.1
family,line,0.1
family,part,0.1
family,asia,0.15
family,lion,0.1
family,africa,0.1
family,southern,0.1
family,buffalo,0.1
family,cattle,0.1
family,horn,0.1
family,bobcat,0.1
ear,fox,0.1
ear,mammal,0.1
ear,dog,0.1
ear,family,0.2
ear,face,0.1
ear,tail,0.2
ear,fur,0.1
ear,donkey,0.1
ear,animal,0.3
ear,horse,0.1
ear,hare,0.1
ear,rabbit,0.15
ear,lynx,0.1
ear,cat,0.15
ear,hair,0.15
ear,spot,0.1
ear,tooth,0.1
ear,back,0.1
ear,leg,0.1
ear,meat,0.1
ear,food,0.1
ear,bobcat,0.1
cattle,horsefly,0.1
cattle,insect,0.1
cattle,bite,0.1
cattle,horse,0.1
cattle,people,0.1
cattle,buffalo,0.1
cattle,animal,0.1
cattle,family,0.1
cattle,horn,0.1
horn,rhinocero,0.1
horn,animal,0.25
horn,africa,0.1
horn,asia,0.2
horn,nose,0.15
horn,moose,0.1
horn,type,0.15
horn,deer,0.3
horn,forest,0.15
horn,north,0.2
horn,america,0.2
horn,northern,0.1
horn,europe,0.15
horn,antelope,0.1
horn,leg,0.15
horn,grass,0.1
horn,leave,0.1
horn,male,0.1
horn,antler,0.15
horn,branch,0.15
horn,female,0.1
horn,hind,0.1
horn,doe,0.1
horn,stag,0.1
horn,buck,0.1
horn,reindeer,0.1
horn,part,0.1
horn,goat,0.1
horn,sheep,0.1
horn,beard,0.1
horn,mountain,0.1
horn,farm,0.1
horn,milk,0.1
horn,meat,0.1
horn,wool,0.1
horn,elk,0.1
horn,fur,0.1
horn,buffalo,0.1
horn,cattle,0.1
horn,family,0.1
centipede,animal,0.1
centipede,leg,0.1
chamois,animal,0.1
chamois,goat,0.1
chamois,mountain,0.1
chamois,europe,0.1
chamois,asia,0.1
goat,ibex,0.1
goat,type,0.1
goat,mountain,0.2
goat,animal,0.15
goat,sheep,0.1
goat,horn,0.1
goat,beard,0.1
goat,farm,0.1
goat,milk,0.1
goat,meat,0.1
goat,wool,0.1
goat,chamois,0.1
goat,europe,0.1
goat,asia,0.1
mountain,ibex,0.1
mountain,type,0.15
mountain,goat,0.2
mountain,animal,0.15
mountain,sheep,0.1
mountain,horn,0.1
mountain,beard,0.1
mountain,farm,0.1
mountain,milk,0.1
mountain,meat,0.1
mountain,wool,0.1
mountain,marmot,0.1
mountain,squirrel,0.1
mountain,area,0.1
mountain,europe,0.15
mountain,north,0.1
mountain,america,0.1
mountain,northwest,0.1
mountain,asia,0.15
mountain,pakistan,0.1
mountain,india,0.1
mountain,chamois,0.1
cockroach,insect,0.1
cockroach,home,0.1
home,cockroach,0.1
home,insect,0.1
meat,poultry,0.2
meat,turkey,0.15
meat,string,0.1
meat,bird,0.35
meat,part,0.1
meat,needle,0.1
meat,order,0.15
meat,shape,0.15
meat,cooking,0.2
meat,quenelle,0.1
meat,quantity,0.1
meat,mixture,0.15
meat,fish,0.3
meat,egg,0.2
meat,binding,0.1
meat,paupiette,0.1
meat,piece,0.2
meat,stuffing,0.1
meat,vegetable,0.2
meat,fruit,0.1
meat,pâté,0.1
meat,ground,0.1
meat,fat,0.25
meat,paste,0.1
meat,larding,0.1
meat,process,0.25
meat,strip,0.1
meat,jacquarding,0.1
meat,hole,0.1
meat,muscle,0.1
meat,needling,0.1
meat,involtini,0.1
meat,food,0.3
meat,seafood,0.1
meat,filling,0.1
meat,cheese,0.1
meat,nut,0.1
meat,galantine,0.1
meat,dish,0.15
meat,gelatin,0.1
meat,stock,0.15
meat,aspic,0.15
meat,jelly,0.1
meat,cartilage,0.1
meat,rib,0.1
meat,bone,0.1
meat,roast,0.1
meat,paring,0.1
meat,knife,0.1
meat,lamb,0.1
meat,beef,0.15
meat,pork,0.1
meat,fillet,0.1
meat,version,0.1
meat,filet,0.1
meat,cut,0.1
meat,mignon,0.1
meat,croquette,0.1
meat,round,0.1
meat,roll,0.1
meat,breadcrumb,0.1
meat,confit,0.1
meat,duck,0.15
meat,brining,0.1
meat,brine,0.1
meat,water,0.15
meat,marination,0.1
meat,baste,0.1
meat,juice,0.1
meat,barding,0.1
meat,layer,0.1
meat,bacon,0.1
meat,moisture,0.1
meat,ingredient,0.1
meat,gelatine,0.1
meat,consommé,0.1
meat,quail,0.1
meat,sport,0.1
meat,goose,0.1
meat,cod,0.1
meat,sea,0.1
meat,farm,0.35
meat,piranha,0.1
meat,river,0.1
meat,tooth,0.15
meat,chicken,0.1
meat,type,0.1
meat,eagle,0.1
meat,beak,0.1
meat,pig,0.1
meat,pink,0.1
meat,animal,0.35
meat,leg,0.15
meat,tail,0.1
meat,cow,0.1
meat,milk,0.2
meat,sheep,0.15
meat,wool,0.15
meat,grass,0.1
meat,skin,0.1
meat,goat,0.1
meat,horn,0.1
meat,beard,0.1
meat,mountain,0.1
meat,maggot,0.1
meat,creature,0.1
meat,worm,0.1
meat,fly,0.1
meat,rabbit,0.1
meat,ear,0.1
meat,back,0.1
meat,llama,0.1
meat,neck,0.1
meat,hair,0.1
meat,fur,0.1
meat,load,0.1
milk,cow,0.1
milk,farm,0.15
milk,animal,0.2
milk,meat,0.2
milk,goat,0.1
milk,sheep,0.1
milk,horn,0.1
milk,beard,0.1
milk,mountain,0.1
milk,wool,0.1
milk,llama,0.1
milk,neck,0.1
milk,hair,0.1
milk,fur,0.1
milk,load,0.1
load,llama,0.1
load,animal,0.1
load,neck,0.1
load,hair,0.1
load,meat,0.1
load,milk,0.1
load,fur,0.1
people,mosquito,0.1
people,insect,0.15
people,animal,0.2
people,blood,0.1
people,horsefly,0.1
people,bite,0.1
people,horse,0.15
people,cattle,0.1
people,leg,0.15
people,thing,0.15
people,vehicle,0.1
people,dog,0.1
people,pet,0.1
pet,hamster,0.1
pet,animal,0.25
pet,fur,0.2
pet,tail,0.15
pet,space,0.1
pet,side,0.1
pet,mouth,0.1
pet,food,0.1
pet,chinchilla,0.1
pet,parrot,0.1
pet,bird,0.1
pet,beak,0.1
pet,voice,0.1
pet,goldfish,0.1
pet,gold,0.1
pet,fish,0.1
pet,bowl,0.1
pet,garden,0.1
pet,pool,0.1
pet,cat,0.1
pet,leg,0.15
pet,claw,0.1
pet,mouse,0.1
pet,dog,0.1
pet,people,0.1
pet,thing,0.1
thing,elephant,0.1
thing,mammal,0.1
thing,trunk,0.1
thing,nose,0.1
thing,horse,0.1
thing,animal,0.15
thing,leg,0.15
thing,people,0.15
thing,vehicle,0.1
thing,dog,0.1
thing,pet,0.1
lion,animal,0.1
lion,cat,0.1
lion,family,0.1
lion,fur,0.1
lion,africa,0.1
lion,southern,0.1
lion,asia,0.1
southern,leopard,0.1
southern,cat,0.15
southern,fur,0.15
southern,spot,0.1
southern,africa,0.15
southern,asia,0.15
southern,lion,0.1
southern,animal,0.1
southern,family,0.1
tiger,animal,0.1
tiger,cat,0.1
tiger,family,0.1
tiger,orange,0.1
tiger,fur,0.1
tiger,line,0.1
tiger,part,0.1
tiger,asia,0.1
orange,hoopoe,0.1
orange,bird,0.1
orange,africa,0.1
orange,asia,0.15
orange,europe,0.1
orange,beak,0.1
orange,curve,0.1
orange,crest,0.1
orange,feather,0.1
orange,head,0.1
orange,wing,0.1
orange,tail,0.1
orange,tiger,0.1
orange,animal,0.1
orange,cat,0.1
orange,family,0.1
orange,fur,0.1
orange,line,0.1
orange,part,0.1
line,cross,0.1
line,surface,0.1
line,food,0.1
line,part,0.15
line,presentation,0.1
line,zebra,0.1
line,animal,0.15
line,horse,0.1
line,body,0.1
line,tiger,0.1
line,cat,0.1
line,family,0.1
line,orange,0.1
line,fur,0.1
line,asia,0.1
part,yoke,0.1
part,device,0.1
part,material,0.15
part,circuit,0.1
part,rotor,0.1
part,machine,0.2
part,insulation,0.1
part,element,0.1
part,armature,0.1
part,power,0.1
part,system,0.1
part,zest,0.1
part,skin,0.2
part,oil,0.1
part,aroma,0.1
part,flavor,0.1
part,fruit,0.1
part,meat,0.1
part,poultry,0.1
part,turkey,0.1
part,string,0.1
part,bird,0.1
part,needle,0.1
part,order,0.1
part,shape,0.1
part,cooking,0.1
part,cross,0.1
part,line,0.15
part,surface,0.1
part,food,0.15
part,presentation,0.1
part,sauce,0.1
part,mixture,0.1
part,parsley,0.1
part,seasoning,0.1
part,saute,0.1
part,cook,0.1
part,mise,0.1
part,place,0.1
part,swordfish,0.1
part,fish,0.1
part,beak,0.1
part,front,0.1
part,head,0.1
part,octopus,0.1
part,sea,0.1
part,creature,0.1
part,oval,0.1
part,body,0.2
part,tentacle,0.1
part,arm,0.1
part,crocodile,0.15
part,reptile,0.15
part,river,0.15
part,lake,0.15
part,world,0.1
part,alligator,0.15
part,nose,0.15
part,america,0.2
part,china,0.1
part,reindeer,0.1
part,type,0.15
part,deer,0.1
part,horn,0.1
part,europe,0.15
part,asia,0.2
part,north,0.15
part,insect,0.15
part,animal,0.15
part,leg,0.1
part,pair,0.1
part,wing,0.1
part,bear,0.1
part,mammal,0.1
part,fur,0.15
part,coat,0.1
part,earwig,0.1
part,pincer,0.1
part,end,0.1
part,tiger,0.1
part,cat,0.1
part,family,0.1
part,orange,0.1
rabbit,hare,0.1
rabbit,animal,0.2
rabbit,ear,0.15
rabbit,ferret,0.1
rabbit,body,0.1
rabbit,tooth,0.1
rabbit,back,0.1
rabbit,leg,0.1
rabbit,meat,0.1
rabbit,food,0.1
back,nappe,0.1
back,ability,0.1
back,liquid,0.1
back,spoon,0.1
back,act,0.1
back,food,0.15
back,leg,0.25
back,lamb,0.1
back,glaze,0.1
back,porcupine,0.1
back,animal,0.35
back,covering,0.15
back,quill,0.1
back,hair,0.1
back,needle,0.1
back,kangaroo,0.1
back,mammal,0.1
back,tail,0.1
back,hedgehog,0.1
back,spine,0.1
back,toad,0.1
back,frog,0.1
back,eye,0.1
back,swimming,0.1
back,jumping,0.1
back,camel,0.1
back,neck,0.1
back,desert,0.1
back,hump,0.1
back,area,0.1
back,flesh,0.1
back,chipmunk,0.15
back,fur,0.15
back,stripe,0.15
back,cobra,0.1
back,snake,0.1
back,africa,0.1
back,asia,0.1
back,skin,0.1
back,head,0.1
back,beetle,0.1
back,insect,0.1
back,shell,0.1
back,like,0.1
back,rabbit,0.1
back,ear,0.1
back,tooth,0.1
back,meat,0.1
food,whip,0.1
food,mixer,0.1
food,air,0.1
food,volume,0.1
food,whipping,0.1
food,cream,0.1
food,dressing,0.1
food,sauce,0.15
food,provision,0.1
food,human,0.1
food,vandyke,0.1
food,zig,0.1
food,zag,0.1
food,pattern,0.1
food,circumference,0.1
food,lemon,0.1
food,garnish,0.1
food,presentation,0.15
food,staling,0.1
food,process,0.3
food,bread,0.1
food,sear,0.1
food,technique,0.1
food,grilling,0.1
food,baking,0.1
food,surface,0.15
food,temperature,0.15
food,crust,0.1
food,form,0.1
food,sautéing,0.1
food,heat,0.1
food,pan,0.15
food,cross,0.1
food,line,0.1
food,part,0.15
food,parcooking,0.1
food,parboiling,0.1
food,boiling,0.1
food,water,0.2
food,item,0.1
food,way,0.1
food,ort,0.1
food,scrap,0.1
food,morsel,0.1
food,meal,0.1
food,health,0.1
food,benefit,0.1
food,value,0.1
food,nappe,0.1
food,ability,0.1
food,liquid,0.2
food,back,0.15
food,spoon,0.1
food,act,0.1
food,leg,0.3
food,lamb,0.1
food,glaze,0.15
food,mince,0.1
food,piece,0.1
food,chef,0.1
food,knife,0.1
food,processor,0.1
food,marinate,0.1
food,hour,0.1
food,day,0.1
food,flavor,0.15
food,irradiation,0.1
food,radiation,0.1
food,disease,0.1
food,germ,0.1
food,involtini,0.1
food,meat,0.3
food,poultry,0.1
food,seafood,0.1
food,vegetable,0.1
food,filling,0.1
food,cheese,0.1
food,nut,0.1
food,galette,0.1
food,cake,0.1
food,pastry,0.1
food,fruitor,0.1
food,shape,0.1
food,round,0.1
food,potato,0.1
food,dress,0.1
food,oil,0.1
food,vinegar,0.1
food,salt,0.1
food,topping,0.1
food,salad,0.1
food,dredging,0.1
food,ingredient,0.15
food,coating,0.1
food,deglaze,0.1
food,residue,0.1
food,soup,0.1
food,gravy,0.1
food,concasse,0.1
food,seeding,0.1
food,tomato,0.1
food,combination,0.1
food,method,0.1
food,pot,0.1
food,amount,0.1
food,baste,0.1
food,juice,0.1
food,fat,0.1
food,ibis,0.1
food,bird,0.2
food,beak,0.15
food,trout,0.1
food,fish,0.3
food,river,0.1
food,lake,0.1
food,sea,0.3
food,return,0.1
food,egg,0.1
food,mackerel,0.1
food,taste,0.1
food,swordfish,0.1
food,front,0.1
food,head,0.1
food,lobster,0.1
food,animal,0.3
food,body,0.15
food,shell,0.15
food,claw,0.1
food,flesh,0.25
food,anaconda,0.1
food,snake,0.1
food,quail,0.1
food,sport,0.1
food,scale,0.1
food,breathe,0.1
food,mouth,0.15
food,crab,0.1
food,creature,0.15
food,pair,0.1
food,hamster,0.1
food,fur,0.1
food,tail,0.1
food,space,0.15
food,side,0.1
food,pet,0.1
food,pigeon,0.1
food,town,0.1
food,building,0.1
food,group,0.15
food,maggot,0.1
food,worm,0.1
food,fly,0.1
food,macaque,0.1
food,monkey,0.1
food,africa,0.1
food,asia,0.1
food,face,0.1
food,cheek,0.1
food,herring,0.1
food,silver,0.1
food,rabbit,0.1
food,ear,0.1
food,tooth,0.1
earwig,insect,0.1
earwig,pincer,0.1
earwig,part,0.1
earwig,end,0.1
earwig,body,0.1
pincer,earwig,0.1
pincer,insect,0.1
pincer,part,0.1
pincer,end,0.1
pincer,body,0.1
end,earwig,0.1
end,insect,0.1
end,pincer,0.1
end,part,0.1
end,body,0.1
eel,snake,0.1
eel,fish,0.1
eel,type,0.1
fish,velouté,0.1
fish,type,0.25
fish,sauce,0.15
fish,stock,0.1
fish,chicken,0.1
fish,flour,0.1
fish,brown,0.1
fish,quenelle,0.1
fish,quantity,0.1
fish,mixture,0.1
fish,meat,0.3
fish,egg,0.25
fish,binding,0.1
fish,shape,0.1
fish,isinglass,0.1
fish,form,0.1
fish,gelatin,0.1
fish,bladder,0.1
fish,jelly,0.1
fish,agent,0.1
fish,fillet,0.1
fish,piece,0.1
fish,poultry,0.1
fish,version,0.1
fish,filet,0.1
fish,cut,0.1
fish,beef,0.1
fish,mignon,0.1
fish,escabeche,0.1
fish,dish,0.1
fish,day,0.1
fish,olive,0.1
fish,oil,0.1
fish,vinegar,0.1
fish,herb,0.1
fish,vegetable,0.15
fish,spice,0.1
fish,croquette,0.1
fish,round,0.1
fish,roll,0.1
fish,breadcrumb,0.1
fish,trout,0.1
fish,river,0.3
fish,lake,0.2
fish,sea,0.45
fish,return,0.1
fish,food,0.3
fish,bonito,0.1
fish,tuna,0.1
fish,mackerel,0.1
fish,taste,0.1
fish,swordfish,0.1
fish,part,0.1
fish,beak,0.1
fish,front,0.1
fish,head,0.15
fish,osprey,0.1
fish,bird,0.1
fish,prey,0.1
fish,animal,0.1
fish,water,0.1
fish,scale,0.1
fish,breathe,0.1
fish,mouth,0.15
fish,flesh,0.15
fish,catfish,0.1
fish,hair,0.1
fish,seal,0.1
fish,mammal,0.1
fish,land,0.1
fish,ice,0.1
fish,cod,0.1
fish,piranha,0.1
fish,tooth,0.1
fish,carp,0.1
fish,chinook,0.1
fish,salmon,0.1
fish,haddock,0.1
fish,north,0.1
fish,atlantic,0.1
fish,ocean,0.1
fish,herring,0.1
fish,silver,0.1
fish,group,0.1
fish,halibut,0.1
fish,goldfish,0.1
fish,gold,0.1
fish,pet,0.1
fish,bowl,0.1
fish,garden,0.1
fish,pool,0.1
fish,eel,0.1
fish,snake,0.1
elk,deer,0.1
elk,fur,0.1
elk,antler,0.1
elk,horn,0.1
elk,branch,0.1
elk,forest,0.1
elk,north,0.1
elk,america,0.1
deer,moose,0.1
deer,type,0.2
deer,horn,0.3
deer,nose,0.1
deer,forest,0.15
deer,north,0.2
deer,america,0.2
deer,northern,0.1
deer,europe,0.15
deer,asia,0.2
deer,antelope,0.1
deer,leg,0.15
deer,animal,0.1
deer,grass,0.1
deer,leave,0.1
deer,male,0.1
deer,antler,0.15
deer,branch,0.15
deer,female,0.1
deer,hind,0.1
deer,doe,0.1
deer,stag,0.1
deer,buck,0.1
deer,reindeer,0.1
deer,part,0.1
